"","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","concentration.level.estimate.type","Detection.limit..if.reported.","unit.of.measure","sublethal.effects.assessed.","sublethal.specific","sublethal.type"
"2975",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",15,NA,4700.58,0,20,0.02,"arithmetic mean",NA,"ppm","no","none","none"
"2976",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDE","organochlorine insecticides","egg(s)",5,NA,4700.58,0,20,21.76,"arithmetic mean",NA,"ppm","no","none","none"
"2977",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDD","organochlorine insecticides","egg(s)",5,NA,4700.58,0,20,0.82,"arithmetic mean",NA,"ppm","no","none","none"
"2978",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",5,NA,4700.58,0,20,0.56,"arithmetic mean",NA,"ppm","no","none","none"
"2979",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",5,NA,4700.58,0,20,1.41,"arithmetic mean",NA,"ppm","no","none","none"
"2980",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",5,NA,4700.58,0,20,0.02,"arithmetic mean",NA,"ppm","no","none","none"
"2981",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDE","organochlorine insecticides","egg(s)",6,NA,4700.58,0,20,10.72,"arithmetic mean",NA,"ppm","no","none","none"
"2982",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDD","organochlorine insecticides","egg(s)",6,NA,4700.58,0,20,0.57,"arithmetic mean",NA,"ppm","no","none","none"
"2983",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","p,p'-DDT","organochlorine insecticides","egg(s)",6,NA,4700.58,0,20,0.18,"arithmetic mean",NA,"ppm","no","none","none"
"2984",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","Dieldrin","organochlorine insecticides","egg(s)",6,NA,4700.58,0,20,0.21,"arithmetic mean",NA,"ppm","no","none","none"
"2985",221,"Organochlorine and heavy metal","United States of America","Accipitridae","Bald Eagle","wild","egg(s)","Heptachlor epoxide","organochlorine insecticides","egg(s)",6,NA,4700.58,0,20,0.02,"arithmetic mean",NA,"ppm","no","none","none"
"2986",222,"Polychlorinated biphenyls in r","Czech Republic","Falconidae","Common Kestrel","wild","egg(s)","Total PCBs","PCBs","egg(s)",2,NA,183.21,10,0,40.65,"arithmetic mean",NA,"µg/kg","no","none","none"
"2987",222,"Polychlorinated biphenyls in r","Czech Republic","Accipitridae","Black Kite","wild","egg(s)","Total PCBs","PCBs","egg(s)",3,NA,734.1,0,70,35.23,"arithmetic mean",NA,"µg/kg","no","none","none"
"2988",222,"Polychlorinated biphenyls in r","Czech Republic","Accipitridae","Eastern Imperial Eagle","wild","egg(s)","Total PCBs","PCBs","egg(s)",1,NA,3125.21,0,10,66.4,"n=1",NA,"µg/kg","no","none","none"
"2989",222,"Polychlorinated biphenyls in r","Czech Republic","Accipitridae","Western Marsh-harrier","wild","egg(s)","Total PCBs","PCBs","egg(s)",1,NA,704.07,10,0,45.1,"n=1",NA,"µg/kg","no","none","none"
"2990",222,"Polychlorinated biphenyls in r","Czech Republic","Tytonidae","Barn Owl","wild","egg(s)","Total PCBs","PCBs","egg(s)",17,NA,403.32,10,0,33.94,"arithmetic mean",NA,"µg/kg","no","none","none"
"2991",222,"Polychlorinated biphenyls in r","Czech Republic","Strigidae","Long-eared Owl","wild","egg(s)","Total PCBs","PCBs","egg(s)",6,NA,296.57,0,0,38.08,"arithmetic mean",NA,"µg/kg","no","none","none"
"2992",222,"Polychlorinated biphenyls in r","Czech Republic","Strigidae","Tawny Owl","wild","egg(s)","Total PCBs","PCBs","egg(s)",1,NA,472.46,10,0,47.5,"n=1",NA,"µg/kg","no","none","none"
"2993",223,"Distribution and elimination o","United States of America","Accipitridae","Bald Eagle","wild","unknown/mixed","Total PCBs","PCBs","adipose",8,NA,4700.58,0,20,4430,"arithmetic mean",NA,"µg/g","no","none","none"
"2994",223,"Distribution and elimination o","United States of America","Accipitridae","Bald Eagle","wild","unknown/mixed","p,p'-DDE","organochlorine insecticides","adipose",8,NA,4700.58,0,20,170,"arithmetic mean",NA,"µg/g","no","none","none"
"2995",223,"Distribution and elimination o","United States of America","Accipitridae","Bald Eagle","wild","unknown/mixed","HCB (Hexachlorobenzene)","organochlorine insecticides","adipose",8,NA,4700.58,0,20,1.7,"arithmetic mean",NA,"µg/g","no","none","none"
"2996",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Mg","heavy metals","feathers - breast",16,NA,183.21,10,0,449.46,"arithmetic mean",NA,"mg/kg","no","none","none"
"2997",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Al","heavy metals","feathers - breast",16,NA,183.21,10,0,309.85,"arithmetic mean",NA,"mg/kg","no","none","none"
"2998",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","K","heavy metals","feathers - breast",16,NA,183.21,10,0,115.44,"arithmetic mean",NA,"mg/kg","no","none","none"
"2999",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Ca","heavy metals","feathers - breast",16,NA,183.21,10,0,1010.66,"arithmetic mean",NA,"mg/kg","no","none","none"
"3000",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Sc","heavy metals","feathers - breast",16,NA,183.21,10,0,0.07,"arithmetic mean",NA,"mg/kg","no","none","none"
"3001",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Ti","heavy metals","feathers - breast",16,NA,183.21,10,0,27.37,"arithmetic mean",NA,"mg/kg","no","none","none"
"3002",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","V","heavy metals","feathers - breast",16,NA,183.21,10,0,1.05,"arithmetic mean",NA,"mg/kg","no","none","none"
"3003",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Mn","heavy metals","feathers - breast",16,NA,183.21,10,0,7.64,"arithmetic mean",NA,"mg/kg","no","none","none"
"3004",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Fe","heavy metals","feathers - breast",16,NA,183.21,10,0,267.12,"arithmetic mean",NA,"mg/kg","no","none","none"
"3005",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Co","heavy metals","feathers - breast",16,NA,183.21,10,0,0.48,"arithmetic mean",NA,"mg/kg","no","none","none"
"3006",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Cu","heavy metals","feathers - breast",16,NA,183.21,10,0,21.26,"arithmetic mean",NA,"mg/kg","no","none","none"
"3007",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Zn","heavy metals","feathers - breast",16,NA,183.21,10,0,200.82,"arithmetic mean",NA,"mg/kg","no","none","none"
"3008",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Ga","heavy metals","feathers - breast",16,NA,183.21,10,0,0.26,"arithmetic mean",NA,"mg/kg","no","none","none"
"3009",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","As","heavy metals","feathers - breast",16,NA,183.21,10,0,119.33,"arithmetic mean",NA,"mg/kg","no","none","none"
"3010",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Se","heavy metals","feathers - breast",16,NA,183.21,10,0,1.25,"arithmetic mean",NA,"mg/kg","no","none","none"
"3011",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Br","heavy metals","feathers - breast",16,NA,183.21,10,0,18.63,"arithmetic mean",NA,"mg/kg","no","none","none"
"3012",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Cd","heavy metals","feathers - breast",16,NA,183.21,10,0,0.35,"arithmetic mean",NA,"mg/kg","no","none","none"
"3013",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Sn","heavy metals","feathers - breast",16,NA,183.21,10,0,5.98,"arithmetic mean",NA,"mg/kg","no","none","none"
"3014",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Sb","heavy metals","feathers - breast",16,NA,183.21,10,0,1.49,"arithmetic mean",NA,"mg/kg","no","none","none"
"3015",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Cs","heavy metals","feathers - breast",16,NA,183.21,10,0,0.14,"arithmetic mean",NA,"mg/kg","no","none","none"
"3016",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","La","heavy metals","feathers - breast",16,NA,183.21,10,0,0.32,"arithmetic mean",NA,"mg/kg","no","none","none"
"3017",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Ce","heavy metals","feathers - breast",16,NA,183.21,10,0,0.52,"arithmetic mean",NA,"mg/kg","no","none","none"
"3018",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Dy","heavy metals","feathers - breast",16,NA,183.21,10,0,0.04,"arithmetic mean",NA,"mg/kg","no","none","none"
"3019",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Ta","heavy metals","feathers - breast",16,NA,183.21,10,0,0.02,"arithmetic mean",NA,"mg/kg","no","none","none"
"3020",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Pt","heavy metals","feathers - breast",16,NA,183.21,10,0,0.04,"arithmetic mean",NA,"mg/kg","no","none","none"
"3021",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Hg","heavy metals","feathers - breast",16,NA,183.21,10,0,2.04,"arithmetic mean",NA,"mg/kg","no","none","none"
"3022",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","Th","heavy metals","feathers - breast",16,NA,183.21,10,0,0.09,"arithmetic mean",NA,"mg/kg","no","none","none"
"3023",224,"Retrospective biomonitoring of","Netherlands","Falconidae","Common Kestrel","muesum specimen","unknown/mixed","U","heavy metals","feathers - breast",16,NA,183.21,10,0,0.15,"arithmetic mean",NA,"mg/kg","no","none","none"
"3024",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","S","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,27679.22,"arithmetic mean",NA,"ppm","no","none","none"
"3025",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","K","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,252.875,"arithmetic mean",NA,"ppm","no","none","none"
"3026",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Ca","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,654,"arithmetic mean",NA,"ppm","no","none","none"
"3027",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Ti","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,18.15556,"arithmetic mean",NA,"ppm","no","none","none"
"3028",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Mn","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,37.78889,"arithmetic mean",NA,"ppm","no","none","none"
"3029",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Fe","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,310,"arithmetic mean",NA,"ppm","no","none","none"
"3030",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Zn","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,209.625,"arithmetic mean",NA,"ppm","no","none","none"
"3031",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Cu","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,6.725,"arithmetic mean",NA,"ppm","no","none","none"
"3032",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Hg","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,28.18889,"arithmetic mean",NA,"ppm","no","none","none"
"3033",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Pb","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,11.85,"arithmetic mean",NA,"ppm","no","none","none"
"3034",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","S","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,25302.44,"arithmetic mean",NA,"ppm","no","none","none"
"3035",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","K","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,251.5,"arithmetic mean",NA,"ppm","no","none","none"
"3036",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Ca","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,165.1111,"arithmetic mean",NA,"ppm","no","none","none"
"3037",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Ti","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,24.37778,"arithmetic mean",NA,"ppm","no","none","none"
"3038",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Mn","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,13.6625,"arithmetic mean",NA,"ppm","no","none","none"
"3039",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Fe","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,431.5556,"arithmetic mean",NA,"ppm","no","none","none"
"3040",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Zn","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,60.55556,"arithmetic mean",NA,"ppm","no","none","none"
"3041",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Cu","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,9.15,"arithmetic mean",NA,"ppm","no","none","none"
"3042",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Hg","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,34.12222,"arithmetic mean",NA,"ppm","no","none","none"
"3043",225,"Correlations between melanin p","Germany","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Pb","heavy metals","feathers - tail/retrices",9,NA,4729.27,0,30,15.95,"arithmetic mean",NA,"ppm","no","none","none"
"3044",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","Cd","heavy metals","feathers - body",7,NA,2714.33,0,10,0.518,"arithmetic mean",NA,"ug/g","no","none","none"
"3045",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","Zn","heavy metals","feathers - body",7,NA,2714.33,0,10,62.53,"arithmetic mean",NA,"ug/g","no","none","none"
"3046",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","Ni","heavy metals","feathers - body",7,NA,2714.33,0,10,21.82,"arithmetic mean",NA,"ug/g","no","none","none"
"3047",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","Pb","heavy metals","feathers - body",7,NA,2714.33,0,10,7.75,"arithmetic mean",NA,"ug/g","no","none","none"
"3048",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","Cu","heavy metals","feathers - body",7,NA,2714.33,0,10,12.38,"arithmetic mean",NA,"ug/g","no","none","none"
"3049",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Steppe Eagle","wild","unknown/mixed","As","heavy metals","feathers - body",7,NA,2714.33,0,10,4.74,"arithmetic mean",NA,"ug/g","no","none","none"
"3050",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","Cd","heavy metals","feathers - body",6,NA,734.1,0,70,0.85,"arithmetic mean",NA,"ug/g","no","none","none"
"3051",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","Zn","heavy metals","feathers - body",6,NA,734.1,0,70,104.8,"arithmetic mean",NA,"ug/g","no","none","none"
"3052",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","Ni","heavy metals","feathers - body",6,NA,734.1,0,70,32.61,"arithmetic mean",NA,"ug/g","no","none","none"
"3053",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","Pb","heavy metals","feathers - body",6,NA,734.1,0,70,7.34,"arithmetic mean",NA,"ug/g","no","none","none"
"3054",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","Cu","heavy metals","feathers - body",6,NA,734.1,0,70,14.08,"arithmetic mean",NA,"ug/g","no","none","none"
"3055",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black Kite","wild","unknown/mixed","As","heavy metals","feathers - body",6,NA,734.1,0,70,9.46,"arithmetic mean",NA,"ug/g","no","none","none"
"3056",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","Cd","heavy metals","feathers - body",3,NA,270.1,10,0,1.472,"arithmetic mean",NA,"ug/g","no","none","none"
"3057",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","Zn","heavy metals","feathers - body",3,NA,270.1,10,0,186.9,"arithmetic mean",NA,"ug/g","no","none","none"
"3058",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","Ni","heavy metals","feathers - body",3,NA,270.1,10,0,96.89,"arithmetic mean",NA,"ug/g","no","none","none"
"3059",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","Pb","heavy metals","feathers - body",3,NA,270.1,10,0,49.34,"arithmetic mean",NA,"ug/g","no","none","none"
"3060",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","Cu","heavy metals","feathers - body",3,NA,270.1,10,0,12.95,"arithmetic mean",NA,"ug/g","no","none","none"
"3061",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Black-shouldered Kite","wild","unknown/mixed","As","heavy metals","feathers - body",3,NA,270.1,10,0,11.01,"arithmetic mean",NA,"ug/g","no","none","none"
"3062",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Common Buzzard","wild","unknown/mixed","Cd","heavy metals","feathers - body",1,NA,759.1,0,0,0.67,"n=1",NA,"ug/g","no","none","none"
"3063",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Common Buzzard","wild","unknown/mixed","Zn","heavy metals","feathers - body",1,NA,759.1,0,0,90.57,"n=1",NA,"ug/g","no","none","none"
"3064",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Common Buzzard","wild","unknown/mixed","Ni","heavy metals","feathers - body",1,NA,759.1,0,0,4.96,"n=1",NA,"ug/g","no","none","none"
"3065",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Common Buzzard","wild","unknown/mixed","Pb","heavy metals","feathers - body",1,NA,759.1,0,0,1.74,"n=1",NA,"ug/g","no","none","none"
"3066",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Common Buzzard","wild","unknown/mixed","Cu","heavy metals","feathers - body",1,NA,759.1,0,0,18.59,"n=1",NA,"ug/g","no","none","none"
"3067",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","Cd","heavy metals","feathers - body",1,NA,325,30,0,2.6,"n=1",NA,"ug/g","no","none","none"
"3068",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","Zn","heavy metals","feathers - body",1,NA,325,30,0,59.54,"n=1",NA,"ug/g","no","none","none"
"3069",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","Ni","heavy metals","feathers - body",1,NA,325,30,0,NA,"n=1",NA,"ug/g","no","none","none"
"3070",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","Pb","heavy metals","feathers - body",1,NA,325,30,0,17.95,"n=1",NA,"ug/g","no","none","none"
"3071",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","Cu","heavy metals","feathers - body",1,NA,325,30,0,NA,"n=1",NA,"ug/g","no","none","none"
"3072",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","White-eyed Buzzard","wild","unknown/mixed","As","heavy metals","feathers - body",1,NA,325,30,0,13.82,"n=1",NA,"ug/g","no","none","none"
"3073",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Cd","heavy metals","feathers - body",1,NA,704.07,10,0,0.72,"n=1",NA,"ug/g","no","none","none"
"3074",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Zn","heavy metals","feathers - body",1,NA,704.07,10,0,94.09,"n=1",NA,"ug/g","no","none","none"
"3075",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Ni","heavy metals","feathers - body",1,NA,704.07,10,0,52.5,"n=1",NA,"ug/g","no","none","none"
"3076",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Pb","heavy metals","feathers - body",1,NA,704.07,10,0,4.75,"n=1",NA,"ug/g","no","none","none"
"3077",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Cu","heavy metals","feathers - body",1,NA,704.07,10,0,19.32,"n=1",NA,"ug/g","no","none","none"
"3078",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","As","heavy metals","feathers - body",1,NA,704.07,10,0,6.52,"n=1",NA,"ug/g","no","none","none"
"3079",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Cd","heavy metals","feathers - body",3,NA,220.79,0,0,11.96,"arithmetic mean",NA,"ug/g","no","none","none"
"3080",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Zn","heavy metals","feathers - body",3,NA,220.79,0,0,143.9,"arithmetic mean",NA,"ug/g","no","none","none"
"3081",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Ni","heavy metals","feathers - body",3,NA,220.79,0,0,83.89,"arithmetic mean",NA,"ug/g","no","none","none"
"3082",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Pb","heavy metals","feathers - body",3,NA,220.79,0,0,38.83,"arithmetic mean",NA,"ug/g","no","none","none"
"3083",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","Cu","heavy metals","feathers - body",3,NA,220.79,0,0,28.25,"arithmetic mean",NA,"ug/g","no","none","none"
"3084",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Eurasian Sparrowhawk","wild","unknown/mixed","As","heavy metals","feathers - body",3,NA,220.79,0,0,12.95,"arithmetic mean",NA,"ug/g","no","none","none"
"3085",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Red-headed Vulture","wild","unknown/mixed","Cd","heavy metals","feathers - body",3,NA,4469.89,0,100,0.33,"arithmetic mean",NA,"ug/g","no","none","none"
"3086",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Red-headed Vulture","wild","unknown/mixed","Zn","heavy metals","feathers - body",3,NA,4469.89,0,100,48.49,"arithmetic mean",NA,"ug/g","no","none","none"
"3087",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Red-headed Vulture","wild","unknown/mixed","Ni","heavy metals","feathers - body",3,NA,4469.89,0,100,3.2,"arithmetic mean",NA,"ug/g","no","none","none"
"3088",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Red-headed Vulture","wild","unknown/mixed","Pb","heavy metals","feathers - body",3,NA,4469.89,0,100,5.88,"arithmetic mean",NA,"ug/g","no","none","none"
"3089",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Red-headed Vulture","wild","unknown/mixed","Cu","heavy metals","feathers - body",3,NA,4469.89,0,100,6.28,"arithmetic mean",NA,"ug/g","no","none","none"
"3090",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","Cd","heavy metals","feathers - body",1,NA,131.15,10,0,3.2,"n=1",NA,"ug/g","no","none","none"
"3091",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","Zn","heavy metals","feathers - body",1,NA,131.15,10,0,172.7,"n=1",NA,"ug/g","no","none","none"
"3092",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","Ni","heavy metals","feathers - body",1,NA,131.15,10,0,140,"n=1",NA,"ug/g","no","none","none"
"3093",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","Pb","heavy metals","feathers - body",1,NA,131.15,10,0,42,"n=1",NA,"ug/g","no","none","none"
"3094",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","Cu","heavy metals","feathers - body",1,NA,131.15,10,0,4.66,"n=1",NA,"ug/g","no","none","none"
"3095",226,"Estimation of heavy metal resi","Pakistan","Accipitridae","Shikra","wild","unknown/mixed","As","heavy metals","feathers - body",1,NA,131.15,10,0,28,"n=1",NA,"ug/g","no","none","none"
"3096",226,"Estimation of heavy metal resi","Pakistan","Falconidae","Peregrine Falcon","wild","unknown/mixed","Cd","heavy metals","feathers - body",7,NA,759.95,10,0,3.09,"arithmetic mean",NA,"ug/g","no","none","none"
"3097",226,"Estimation of heavy metal resi","Pakistan","Falconidae","Peregrine Falcon","wild","unknown/mixed","Zn","heavy metals","feathers - body",7,NA,759.95,10,0,165.6,"arithmetic mean",NA,"ug/g","no","none","none"
