"","ID","Title","start","end","country","common_name","sci_name","subject.type","toxicant.specific","toxicant.group","sample.type","group","sample.size","exposed","proportion","Age.Class","Sex","concentration.level.estimate.type","concentration..ND.for.non.detects.","Detection.limit..if.reported.","SD.of.concentration","minimum","maximum","unit.of.measure","wet.dry.weight.","sublethal.effects.assessed.","sublethal.specific","sublethal.type","Continent","BodyMass.Value"
"2846",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Trans-nonachlor","organochlorine insecticides","brain","5",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","2.4",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2847",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Trans-nonachlor","organochlorine insecticides","brain","6",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","4.0999999999999996",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2848",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Trans-nonachlor","organochlorine insecticides","brain","7",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","2.1",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2849",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Trans-nonachlor","organochlorine insecticides","brain","8",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","4.5999999999999996",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2850",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Trans-nonachlor","organochlorine insecticides","brain","9",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","4.0999999999999996",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2851",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.2",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2852",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","2",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.7",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2853",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","3",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.3",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2854",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","4",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","2.6",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2855",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","5",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.6",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2856",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","6",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.9",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2857",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","7",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.64",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2858",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","8",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.2",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2859",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Cooper's Hawk","Accipiter cooperii","mixed","Dieldrin","organochlorine insecticides","brain","9",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.41",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",429.67
"2860",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Sharp-Shinned Hawk","Accipiter striatus","mixed","Heptachlor epoxide","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","3.2",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",130.59
"2861",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Sharp-Shinned Hawk","Accipiter striatus","mixed","oxychlordane","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","5.3",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",130.59
"2862",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Sharp-Shinned Hawk","Accipiter striatus","mixed","Trans-nonachlor","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","2.2999999999999998",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",130.59
"2863",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Sharp-Shinned Hawk","Accipiter striatus","mixed","Dieldrin","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","0.65",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",130.59
"2864",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Heptachlor epoxide","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","6.6",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2865",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Heptachlor epoxide","organochlorine insecticides","brain","2",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","5.7",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2866",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","oxychlordane","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","5.7",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2867",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","oxychlordane","organochlorine insecticides","brain","2",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","4.9000000000000004",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2868",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Trans-nonachlor","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","5.3",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2869",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Trans-nonachlor","organochlorine insecticides","brain","2",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","4.5",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2870",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Dieldrin","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","1.6",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2871",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Red-Tailed Hawk","Buteo jamaicensis","mixed","Dieldrin","organochlorine insecticides","brain","2",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","3.1",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1101.16
"2872",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Great Horned Owl","Bubo virginianus","mixed","Heptachlor epoxide","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","3.9",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1575.7
"2873",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Great Horned Owl","Bubo virginianus","mixed","oxychlordane","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","6.3",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1575.7
"2874",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Great Horned Owl","Bubo virginianus","mixed","Trans-nonachlor","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","3.2",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1575.7
"2875",215,"Chlordane poisoning of birds i","1996","1997","United States of America","Great Horned Owl","Bubo virginianus","mixed","Dieldrin","organochlorine insecticides","brain","1",1,NA,NA,"unknown/mixed","unknown/mixed","n=1","<0.66",NA,NA,"n=1","n=1","ug/g","wet","no","none","none","N. America",1575.7
"2876",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","DDE","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<1.0",">1.0",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2877",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","Dieldrin","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<0.1",">0.1",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2878",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","oxychlordane","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<0.1",">0.1",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2879",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","Heptachlor epoxide","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","0.02",">0.01","0.017",NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2880",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","a-HCH","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<0.01",">0.01",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2881",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","1.0999999999999999E-2",">0.01","0.006",NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2882",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","Total PCBs","PCBs","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<1.0",">1.0",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2883",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","Mirex","organochlorine insecticides","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","<0.1",">0.1",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2884",216,"RESIDUE LEVELS OF ENVIRONMENTA","1983","1987","Canada","American Kestrel","Falco sparverius","wild","Hg","heavy metals","egg(s)",NA,10,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","ND",">0.1",NA,NA,NA,"ppm","wet","no","none","none","N. America",114.61
"2885",217,"EFFECTS OF DDT TREATMENTS APPL","1988","1991","Zimbabwe","African Goshawk","Accipiter tachiro","wild","DDT","organochlorine insecticides","egg(s)","0 previous treatments",1,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","1",NA,NA,NA,NA,"ppm","dry","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Africa",381
"2886",217,"EFFECTS OF DDT TREATMENTS APPL","1988","1991","Zimbabwe","African Goshawk","Accipiter tachiro","wild","DDT","organochlorine insecticides","egg(s)","1-3 previous treatments",4,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","118",NA,NA,"18","174","ppm","dry","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Africa",381
"2887",217,"EFFECTS OF DDT TREATMENTS APPL","1988","1991","Zimbabwe","African Goshawk","Accipiter tachiro","wild","DDT","organochlorine insecticides","egg(s)","5 previous treatments",2,NA,NA,"egg(s)","unknown/mixed","arithmetic mean","277",NA,NA,"229","326","ppm","dry","yes","Egg shell thickness, clutch size, hatching success, reproductive success","Nesting Success","Africa",381
"2888",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia",76,NA,"0.82","HY","female","geometric mean","0.06","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2889",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas",109,NA,"0.82","HY","female","geometric mean","0.05","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2890",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia",43,NA,"0.82","HY","male","geometric mean","7.0000000000000007E-2","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2891",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas",40,NA,"0.82","HY","male","geometric mean","0.06","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2892",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia",17,NA,"0.98","SY","female","geometric mean","0.75","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2893",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas",7,NA,"0.98","SY","female","geometric mean","0.28000000000000003","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2894",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia - Fall",5,NA,"0.99","ASY","female","geometric mean","0.71","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2895",218,"Migratory peregrine falcons, F","1976","1979","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,NA,"0.99","ASY","female","geometric mean","0.4","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2896",218,"Migratory peregrine falcons, F","1978","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",27,NA,"0.98","SY","female","geometric mean","0.6","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2897",218,"Migratory peregrine falcons, F","1978","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,NA,"0.99","ASY","female","geometric mean","0.67","0.02",NA,NA,NA,"ppm","wet","no","none","none","N. America",759.95
"2898",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",27,2,"7.0000000000000007E-2","SY","female",NA,NA,"0.02",NA,"ND","0.38","ppm","wet","no","none","none","N. America",759.95
"2899",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",7,1,"0.14000000000000001","SY","female",NA,NA,"0.02",NA,"ND","0.04","ppm","wet","no","none","none","N. America",759.95
"2900",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,5,"0.06","ASY","female",NA,NA,"0.02",NA,"ND","0.44","ppm","wet","no","none","none","N. America",759.95
"2901",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,1,"0.06","ASY","female",NA,NA,"0.02",NA,"ND","0.09","ppm","wet","no","none","none","N. America",759.95
"2902",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDD","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,2,"0.02","ASY","female",NA,NA,"0.02",NA,"ND","7.0000000000000007E-2","ppm","wet","no","none","none","N. America",759.95
"2903",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDD","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,1,"0.06","ASY","female",NA,NA,"0.02",NA,"ND","0.02","ppm","wet","no","none","none","N. America",759.95
"2904",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",40,2,"0.05","HY","male",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2905",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,3,"0.03","HY","female",NA,NA,"0.02",NA,"ND","7.0000000000000007E-2","ppm","wet","no","none","none","N. America",759.95
"2906",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",27,16,"0.59","SY","female",NA,NA,"0.02",NA,"ND","1.1000000000000001","ppm","wet","no","none","none","N. America",759.95
"2907",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",7,2,"0.28999999999999998","SY","female",NA,NA,"0.02",NA,"ND","0.04","ppm","wet","no","none","none","N. America",759.95
"2908",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,35,"0.42","ASY","female",NA,NA,"0.02",NA,"ND","0.44","ppm","wet","no","none","none","N. America",759.95
"2909",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","heptachlor epoxide","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,11,"0.61","ASY","female",NA,NA,"0.02",NA,"ND","0.17","ppm","wet","no","none","none","N. America",759.95
"2910",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",40,4,"0.1","HY","male",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2911",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,6,"0.06","HY","female",NA,NA,"0.02",NA,"ND","0.08","ppm","wet","no","none","none","N. America",759.95
"2912",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",27,13,"0.48","SY","female",NA,NA,"0.02",NA,"ND","0.3","ppm","wet","no","none","none","N. America",759.95
"2913",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",7,2,"0.28999999999999998","SY","female",NA,NA,"0.02",NA,"ND","0.2","ppm","wet","no","none","none","N. America",759.95
"2914",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,46,"0.55000000000000004","ASY","female",NA,NA,"0.02",NA,"ND","0.65","ppm","wet","no","none","none","N. America",759.95
"2915",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,10,"0.56000000000000005","ASY","female",NA,NA,"0.02",NA,"ND","0.13","ppm","wet","no","none","none","N. America",759.95
"2916",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","oxychlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",40,1,"0.03","HY","male",NA,NA,"0.02",NA,"ND","0.02","ppm","wet","no","none","none","N. America",759.95
"2917",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","oxychlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,1,"0.01","HY","female",NA,NA,"0.02",NA,"ND","0.02","ppm","wet","no","none","none","N. America",759.95
"2918",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","oxychlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",7,2,"0.28999999999999998","SY","female",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2919",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","oxychlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,13,"0.15","ASY","female",NA,NA,"0.02",NA,"ND","0.13","ppm","wet","no","none","none","N. America",759.95
"2920",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","oxychlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,5,"0.28000000000000003","ASY","female",NA,NA,"0.02",NA,"ND","0.05","ppm","wet","no","none","none","N. America",759.95
"2921",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","cis-chlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",40,3,"0.08","HY","male",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2922",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","cis-chlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,2,"0.02","HY","female",NA,NA,"0.02",NA,"ND","0.04","ppm","wet","no","none","none","N. America",759.95
"2923",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","cis-chlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,2,"0.02","ASY","female",NA,NA,"0.02",NA,"ND","0.06","ppm","wet","no","none","none","N. America",759.95
"2924",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","cis-chlordane","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,2,"0.11","ASY","female",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2925",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Mirex","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,1,"0.01","HY","female",NA,NA,"0.02",NA,"ND","0.02","ppm","wet","no","none","none","N. America",759.95
"2926",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Mirex","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",27,1,"0.04","SY","female",NA,NA,"0.02",NA,"ND","0.05","ppm","wet","no","none","none","N. America",759.95
"2927",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Mirex","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",7,1,"0.14000000000000001","SY","female",NA,NA,"0.02",NA,"ND","0.05","ppm","wet","no","none","none","N. America",759.95
"2928",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Mirex","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,22,"0.26","ASY","female",NA,NA,"0.02",NA,"ND","0.17","ppm","wet","no","none","none","N. America",759.95
"2929",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","Mirex","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,3,"0.17","ASY","female",NA,NA,"0.02",NA,"ND","0.12","ppm","wet","no","none","none","N. America",759.95
"2930",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",40,1,"0.03","HY","male",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2931",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",109,2,"0.02","HY","female",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2932",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma","Padre Island, Texas - Spring",84,1,"0.01","ASY","female",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2933",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","HCB (Hexachlorobenzene)","organochlorine insecticides","blood plasma","Padre Island, Texas - Fall",18,2,"0.11","ASY","female",NA,NA,"0.02",NA,"ND","0.03","ppm","wet","no","none","none","N. America",759.95
"2934",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia - Fall",43,4,"0.09","HY","male",NA,NA,"0.02",NA,"ND","0.08","ppm","wet","no","none","none","N. America",759.95
"2935",218,"Migratory peregrine falcons, F","1976","1980","United States of America","Peregrine Falcon","Falco peregrinus","wild","DDT","organochlorine insecticides","blood plasma","Assateage Island, Maryland/Virginia - Fall",76,7,"0.09","HY","female",NA,NA,"0.02",NA,"ND","0.27","ppm","wet","no","none","none","N. America",759.95
