"","X","ID","Title","country","BLFamilyLatin","common_name","subject.type","Age.Class","toxicant.specific","toxicant.group","sample.type","sample.size","exposed","proportion","BodyMass.Value","Diet.Inv","Diet.Scav","concentration","unit.of.measure","Continent"
"276",276,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","liver",1,1,1,390,50,0,290.48,"ng/g","Europe"
"277",277,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","liver",1,0,0,390,50,0,NA,"ng/g","Europe"
"278",278,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","liver",1,1,1,390,50,0,4.16,"ng/g","Europe"
"279",279,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",1,1,1,390,50,0,27.81,"ng/g","Europe"
"280",280,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Total DDTs","organochlorine insecticides","liver",1,1,1,390,50,0,294.64,"ng/g","Europe"
"281",281,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","a-HCH","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"282",282,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","b-HCH","organochlorine insecticides","liver",1,1,1,152.06,100,0,14.67,"ng/g","Europe"
"283",283,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Lindane","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"284",284,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","d-HCH","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"285",285,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total HCHs","organochlorine insecticides","liver",1,1,1,152.06,100,0,14.67,"ng/g","Europe"
"286",286,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Heptachlor","organochlorine insecticides","liver",1,1,1,152.06,100,0,15.3,"ng/g","Europe"
"287",287,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Heptachlor epoxide","organochlorine insecticides","liver",1,1,1,152.06,100,0,7.62,"ng/g","Europe"
"288",288,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Chlordane","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"289",289,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan I","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"290",290,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan II","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"291",291,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endosulfan sulfate","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"292",292,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Aldrin","organochlorine insecticides","liver",1,1,1,152.06,100,0,0.24,"ng/g","Europe"
"293",293,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Dieldrin","organochlorine insecticides","liver",1,1,1,152.06,100,0,23.21,"ng/g","Europe"
"294",294,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"295",295,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin aldehyde","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"296",296,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Endrin ketone","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"297",297,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDE","organochlorine insecticides","liver",1,1,1,152.06,100,0,290.68,"ng/g","Europe"
"298",298,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDD","organochlorine insecticides","liver",1,1,1,152.06,100,0,17.42,"ng/g","Europe"
"299",299,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","DDT","organochlorine insecticides","liver",1,1,1,152.06,100,0,15.86,"ng/g","Europe"
"300",300,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Methoxychlor","organochlorine insecticides","liver",1,0,0,152.06,100,0,NA,"ng/g","Europe"
"301",301,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total DDTs","organochlorine insecticides","liver",1,1,1,152.06,100,0,323.96,"ng/g","Europe"
"302",302,147,"Persistent organochlorine cont","Greece","Accipitridae","Griffon Vulture","wild","unknown/mixed","Total PCBs","PCBs","liver",2,2,1,7435.99,0,100,93.18,"ng/g","Europe"
"303",303,147,"Persistent organochlorine cont","Greece","Falconidae","Peregrine Falcon","wild","unknown/mixed","Total PCBs","PCBs","liver",2,2,1,759.95,10,0,1254.37,"ng/g","Europe"
"304",304,147,"Persistent organochlorine cont","Greece","Accipitridae","Western Marsh-harrier","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,1,704.07,10,0,99.93,"ng/g","Europe"
"305",305,147,"Persistent organochlorine cont","Greece","Accipitridae","European Honey-buzzard","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,1,754.37,80,0,4.95,"ng/g","Europe"
"306",306,147,"Persistent organochlorine cont","Greece","Falconidae","Eleonora's Falcon","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,1,390,50,0,98.67,"ng/g","Europe"
"307",307,147,"Persistent organochlorine cont","Greece","Falconidae","Lesser Kestrel","wild","unknown/mixed","Total PCBs","PCBs","liver",1,1,1,152.06,100,0,550.43,"ng/g","Europe"
"308",308,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",21,4,0.19047619047619,759.95,10,0,NA,"ug/g","N. America"
"309",309,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",63,1,0.0158730158730159,759.95,10,0,NA,"ug/g","N. America"
"310",310,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",27,1,0.037037037037037,759.95,10,0,NA,"ug/g","N. America"
"311",311,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDT","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"312",312,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","DDT","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"313",313,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",21,2,0.0952380952380952,759.95,10,0,NA,"ug/g","N. America"
"314",314,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",63,0,0,759.95,10,0,NA,"ug/g","N. America"
"315",315,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",27,1,0.037037037037037,759.95,10,0,NA,"ug/g","N. America"
"316",316,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","DDD","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"317",317,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","DDD","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"318",318,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",21,6,0.285714285714286,759.95,10,0,NA,"ug/g","N. America"
"319",319,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",63,28,0.444444444444444,759.95,10,0,NA,"ug/g","N. America"
"320",320,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",27,9,0.333333333333333,759.95,10,0,NA,"ug/g","N. America"
"321",321,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","heptachlor epoxide (trans)","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"322",322,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","heptachlor epoxide (trans)","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"323",323,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",21,9,0.428571428571429,759.95,10,0,NA,"ug/g","N. America"
"324",324,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",63,37,0.587301587301587,759.95,10,0,NA,"ug/g","N. America"
"325",325,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",27,15,0.555555555555556,759.95,10,0,NA,"ug/g","N. America"
"326",326,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","Dieldrin","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"327",327,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","Dieldrin","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"328",328,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",21,2,0.0952380952380952,759.95,10,0,NA,"ug/g","N. America"
"329",329,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",63,11,0.174603174603175,759.95,10,0,NA,"ug/g","N. America"
"330",330,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",27,4,0.148148148148148,759.95,10,0,NA,"ug/g","N. America"
"331",331,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","oxychlordane","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"332",332,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","oxychlordane","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"333",333,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",21,4,0.19047619047619,759.95,10,0,NA,"ug/g","N. America"
"334",334,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",63,18,0.285714285714286,759.95,10,0,NA,"ug/g","N. America"
"335",335,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",27,7,0.259259259259259,759.95,10,0,NA,"ug/g","N. America"
"336",336,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","unknown/mixed","mirex","organochlorine insecticides","blood",45,0,0,759.95,10,0,NA,"ug/g","N. America"
"337",337,148,"Dramatic declines of DDE and o","United States of America","Falconidae","Peregrine Falcon","wild","adult","mirex","organochlorine insecticides","blood",27,0,0,759.95,10,0,NA,"ug/g","N. America"
"338",338,152,"Organochlorine compounds in th","Greenland","Falconidae","Gyr Falcon","wild","unknown/mixed","DDE","organochlorine insecticides","blood",4,3,0.75,1431.72,0,0,NA,"ug/kg (ppb)","Europe"
"339",339,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Griffon Vulture","wild","unknown/mixed","Pb","heavy metals","feathers - rachis only (primaries)",20,1,0.05,7435.99,0,100,0.191,"µg/g","Europe"
"340",340,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Cinereous Vulture","wild","unknown/mixed","Pb","heavy metals","feathers - rachis only (primaries)",3,0,0,9320.55,0,100,0.09,"µg/g","Europe"
"341",341,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Black Kite","wild","unknown/mixed","Pb","heavy metals","feathers - rachis only (primaries)",9,0,0,734.1,0,70,0.095,"µg/g","Europe"
"342",342,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Pb","heavy metals","feathers - rachis only (primaries)",10,0,0,1071.77,0,70,NA,"µg/g","Europe"
"343",343,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Griffon Vulture","wild","unknown/mixed","Pb","heavy metals","feathers - barbs only (primaries)",20,12,0.6,7435.99,0,100,1.905,"µg/g","Europe"
"344",344,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Cinereous Vulture","wild","unknown/mixed","Pb","heavy metals","feathers - barbs only (primaries)",3,1,0.333333333333333,9320.55,0,100,0.52,"µg/g","Europe"
"345",345,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Black Kite","wild","unknown/mixed","Pb","heavy metals","feathers - barbs only (primaries)",9,3,0.333333333333333,734.1,0,70,0.793,"µg/g","Europe"
"346",346,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Pb","heavy metals","feathers - barbs only (primaries)",10,1,0.1,1071.77,0,70,0.297,"µg/g","Europe"
"347",347,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Griffon Vulture","wild","unknown/mixed","Pb","heavy metals","bone",20,10,0.5,7435.99,0,100,10.98,"µg/g","Europe"
"348",348,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Cinereous Vulture","wild","unknown/mixed","Pb","heavy metals","bone",3,2,0.666666666666667,9320.55,0,100,8.86,"µg/g","Europe"
"349",349,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Black Kite","wild","unknown/mixed","Pb","heavy metals","bone",9,4,0.444444444444444,734.1,0,70,8.42,"µg/g","Europe"
"350",350,155,"Using Pb-Al ratios to discrimi","Spain","Accipitridae","Red Kite","wild","unknown/mixed","Pb","heavy metals","bone",10,2,0.2,1071.77,0,70,2.97,"µg/g","Europe"
"351",351,162,"Metallic elements and metal po","Poland","Accipitridae","White-tailed Eagle","wild","unknown/mixed","Pb","heavy metals","liver",8,8,1,4729.27,0,30,1.1,"µg/g ","Europe"
"352",352,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 17","flame retardants","egg(s)",5,2,0.4,1483.2,0,0,NA,"ng/g","N. America"
"353",353,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 17","flame retardants","egg(s)",8,1,0.125,1483.2,0,0,NA,"ng/g","N. America"
"354",354,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 28","flame retardants","egg(s)",8,1,0.125,1483.2,0,0,NA,"ng/g","N. America"
"355",355,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 49","flame retardants","egg(s)",8,3,0.375,1483.2,0,0,NA,"ng/g","N. America"
"356",356,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 85","flame retardants","egg(s)",11,1,0.0909090909090909,1483.2,0,0,NA,"ng/g","N. America"
"357",357,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 85","flame retardants","egg(s)",10,2,0.2,1483.2,0,0,NA,"ng/g","N. America"
"358",358,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 85","flame retardants","egg(s)",8,1,0.125,1483.2,0,0,NA,"ng/g","N. America"
"359",359,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",6,1,0.166666666666667,1483.2,0,0,NA,"ng/g","N. America"
"360",360,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",10,2,0.2,1483.2,0,0,NA,"ng/g","N. America"
"361",361,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",5,1,0.2,1483.2,0,0,NA,"ng/g","N. America"
"362",362,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",23,3,0.130434782608696,1483.2,0,0,NA,"ng/g","N. America"
"363",363,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",5,2,0.4,1483.2,0,0,NA,"ng/g","N. America"
"364",364,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",8,1,0.125,1483.2,0,0,NA,"ng/g","N. America"
"365",365,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 138","flame retardants","egg(s)",8,3,0.375,1483.2,0,0,NA,"ng/g","N. America"
"366",366,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 183","flame retardants","egg(s)",6,2,0.333333333333333,1483.2,0,0,NA,"ng/g","N. America"
"367",367,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 183","flame retardants","egg(s)",23,9,0.391304347826087,1483.2,0,0,NA,"ng/g","N. America"
"368",368,166,"Wastewater dilution index part","United States of America","Accipitridae","Osprey","wild","egg(s)","BDE 183","flame retardants","egg(s)",8,3,0.375,1483.2,0,0,NA,"ng/g","N. America"
"369",369,167,"PCDDs, PCDFs, PCBs, OC pestici","United States of America","Accipitridae","Osprey","wild","egg(s)","octachlorostyrene","organochlorine insecticides","egg(s)",10,4,0.4,1483.2,0,0,NA,"µg/kg","N. America"
"370",370,167,"PCDDs, PCDFs, PCBs, OC pestici","United States of America","Accipitridae","Osprey","wild","egg(s)","pentachlorobenzene","organochlorine insecticides","egg(s)",11,4,0.363636363636364,1483.2,0,0,NA,"µg/kg","N. America"
"371",371,167,"PCDDs, PCDFs, PCBs, OC pestici","United States of America","Accipitridae","Osprey","wild","egg(s)","Mirex","organochlorine insecticides","egg(s)",11,3,0.272727272727273,1483.2,0,0,NA,"µg/kg","N. America"
"372",372,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","brodifacoum","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"373",373,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","diphacinone","anticoagulant rodenticides","blood plasma",45,2,0.0444444444444444,1101.16,10,0,NA,"ppb","N. America"
"374",374,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","bromadiolone","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"375",375,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","chlorophacinone","anticoagulant rodenticides","blood plasma",45,3,0.0666666666666667,1101.16,10,0,NA,"ppb","N. America"
"376",376,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","brodifacoum","anticoagulant rodenticides","blood plasma",71,2,0.028169014084507,1101.16,10,0,NA,"ppb","N. America"
"377",377,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","diphacinone","anticoagulant rodenticides","blood plasma",71,3,0.0422535211267606,1101.16,10,0,NA,"ppb","N. America"
"378",378,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","bromadiolone","anticoagulant rodenticides","blood plasma",71,1,0.0140845070422535,1101.16,10,0,NA,"ppb","N. America"
"379",379,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","chlorophacinone","anticoagulant rodenticides","blood plasma",71,0,0,1101.16,10,0,NA,"ppb","N. America"
"380",380,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","coumachlor","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"381",381,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","difethialone","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"382",382,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","difenacoum","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"383",383,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","warfarin","anticoagulant rodenticides","blood plasma",45,0,0,1101.16,10,0,NA,"ppb","N. America"
"384",384,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","coumachlor","anticoagulant rodenticides","blood plasma",71,0,0,1101.16,10,0,NA,"ppb","N. America"
"385",385,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","difethialone","anticoagulant rodenticides","blood plasma",71,0,0,1101.16,10,0,NA,"ppb","N. America"
"386",386,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","difenacoum","anticoagulant rodenticides","blood plasma",71,0,0,1101.16,10,0,NA,"ppb","N. America"
"387",387,182,"EXAMINING SUBLETHAL EFFECTS OF","United States of America","Accipitridae","Red-tailed Hawk","wild","unknown/mixed","warfarin","anticoagulant rodenticides","blood plasma",71,0,0,1101.16,10,0,NA,"ppb","N. America"
"388",388,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Peregrine Falcon","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","liver",6,4,0.666666666666667,759.95,10,0,NA,"µg/kg","Europe"
"389",389,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Peregrine Falcon","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","muscle",5,5,1,759.95,10,0,NA,"µg/kg","Europe"
"390",390,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Peregrine Falcon","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",6,2,0.333333333333333,759.95,10,0,NA,"µg/kg","Europe"
"391",391,184,"Decabromodiphenylether and hex","Sweden","Falconidae","Peregrine Falcon","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",20,11,0.55,759.95,10,0,NA,"µg/kg","Europe"
"392",392,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Eurasian Sparrowhawk","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","liver",4,0,0,220.79,0,0,NA,"µg/kg","Europe"
"393",393,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Eurasian Sparrowhawk","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","muscle",5,5,1,220.79,0,0,NA,"µg/kg","Europe"
"394",394,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Eurasian Sparrowhawk","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",5,3,0.6,220.79,0,0,NA,"µg/kg","Europe"
"395",395,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Golden Eagle","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",5,0,0,4247.97,0,10,NA,"µg/kg","Europe"
"396",396,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Common Kestrel","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","liver",5,2,0.4,183.21,10,0,NA,"µg/kg","Europe"
"397",397,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Common Kestrel","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","muscle",5,1,0.2,183.21,10,0,NA,"µg/kg","Europe"
"398",398,184,"Decabromodiphenylether and hex","United Kingdom","Tytonidae","Barn Owl","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","liver",5,3,0.6,403.32,10,0,NA,"µg/kg","Europe"
"399",399,184,"Decabromodiphenylether and hex","United Kingdom","Tytonidae","Barn Owl","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","muscle",5,1,0.2,403.32,10,0,NA,"µg/kg","Europe"
"400",400,184,"Decabromodiphenylether and hex","United Kingdom","Tytonidae","Barn Owl","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",4,3,0.75,403.32,10,0,NA,"µg/kg","Europe"
"401",401,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Merlin","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",2,1,0.5,188.5,20,0,NA,"µg/kg","Europe"
"402",402,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Red Kite","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",4,1,0.25,1071.77,0,70,NA,"µg/kg","Europe"
"403",403,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Montagu's Harrier","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",4,3,0.75,310.75,10,0,NA,"µg/kg","Europe"
"404",404,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Western Marsh-harrier","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",2,0,0,704.07,10,0,NA,"µg/kg","Europe"
"405",405,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","White-tailed Eagle","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",1,1,1,4729.27,0,30,NA,"µg/kg","Europe"
"406",406,184,"Decabromodiphenylether and hex","United Kingdom","Accipitridae","Osprey","wild",NA,"DBDE (decabromodiphenylether)","flame retardants","egg(s)",3,0,0,1483.2,0,0,NA,"µg/kg","Europe"
"407",407,184,"Decabromodiphenylether and hex","United Kingdom","Falconidae","Peregrine Falcon","archived",NA,"Sum of HBCD","flame retardants","egg(s)",58,12,0.206896551724138,759.95,10,0,NA,"µg/kg","Europe"
